time;suction_mt;rc_mt_comp1;tamb;mt_comp1;mt_comp2;mt_comp3;mt_comp4;mt_pwr_tot;suction_lt;rc_lt_comp1;lt_comp1;lt_comp2;lt_comp3;lt_pwr_tot
22 06 2019 08:50:00;-15.2;40;19.6;Active;Inactive;Inactive;Inactive;36;-31.7;73;Active;Active;Inactive;20.4
22 06 2019 08:55:00;-16;26;19.8;Active;Active;Inactive;Inactive;24;-35.1;0;Inactive;Inactive;Inactive;16.8
22 06 2019 09:00:00;-15.5;42;19.9;Active;Inactive;Inactive;Inactive;24;-35.1;0;Inactive;Inactive;Inactive;19.2
22 06 2019 09:05:00;-13;92;20.1;Active;Inactive;Inactive;Inactive;24;-35.5;0;Inactive;Inactive;Inactive;20.4
22 06 2019 09:10:00;-15.4;35;20.4;Active;Active;Inactive;Inactive;36;-30.3;100;Active;Inactive;Inactive;21.6
22 06 2019 09:15:00;-12.9;79;20.8;Active;Inactive;Active;Inactive;36;-31.2;94;Active;Inactive;Inactive;19.2
22 06 2019 09:20:00;-13;76;21.2;Active;Active;Inactive;Inactive;36;-31.8;81;Active;Inactive;Inactive;19.2
22 06 2019 09:25:00;-12.4;91;21.6;Active;Active;Inactive;Inactive;36;-32.6;56;Active;Active;Inactive;20.4
22 06 2019 09:30:00;-15.4;23;22;Active;Active;Inactive;Inactive;36;-33.5;42;Active;Inactive;Inactive;18
22 06 2019 09:35:00;-14.1;57;22.3;Active;Active;Inactive;Inactive;36;-32.5;0;Inactive;Inactive;Inactive;21.6
22 06 2019 09:40:00;-14.6;51;22.7;Active;Active;Inactive;Inactive;36;-32.5;54;Active;Inactive;Active;21.6
22 06 2019 09:45:00;-13.1;85;23;Active;Active;Inactive;Inactive;36;-33.2;60;Active;Inactive;Active;22.8
22 06 2019 09:50:00;-13.7;78;23.4;Active;Active;Inactive;Inactive;48;-34.7;40;Active;Inactive;Active;16.8
22 06 2019 09:55:00;-12;96;23.7;Active;Inactive;Active;Inactive;36;-31.4;100;Active;Inactive;Inactive;20.4
22 06 2019 10:00:00;-14.9;48;23.9;Active;Inactive;Active;Inactive;36;-33.4;77;Active;Inactive;Inactive;20.4
22 06 2019 10:05:00;-11.1;100;24.2;Active;Inactive;Active;Inactive;48;-31.9;69;Active;Active;Inactive;21.6
22 06 2019 10:10:00;-10.9;61;24.3;Active;Inactive;Active;Active;36;-30.4;100;Active;Inactive;Inactive;19.2
22 06 2019 10:15:00;-14.6;40;24.6;Active;Inactive;Active;Inactive;48;-29.3;84;Active;Inactive;Inactive;24
22 06 2019 10:20:00;-12.6;85;24.9;Active;Inactive;Active;Inactive;36;-32;73;Active;Active;Inactive;22.8
22 06 2019 10:25:00;-13.8;64;25.2;Active;Inactive;Active;Active;48;-32.4;76;Active;Active;Inactive;22.8
22 06 2019 10:30:00;-15.8;34;25.3;Active;Inactive;Active;Active;48;-34.4;15;Active;Active;Active;21.6
22 06 2019 10:35:00;-13.9;70;25.6;Active;Inactive;Active;Inactive;48;-33.9;36;Active;Inactive;Inactive;20.4
22 06 2019 10:40:00;-16.6;8;25.6;Active;Inactive;Active;Inactive;48;-30.4;95;Active;Active;Inactive;25.2
22 06 2019 10:45:00;-17.1;2;25.7;Active;Inactive;Inactive;Active;60;-34.1;23;Active;Active;Inactive;21.6
22 06 2019 10:50:00;-14.1;54;25.8;Active;Active;Inactive;Active;36;-33.1;64;Active;Active;Inactive;22.8
22 06 2019 10:55:00;-15.4;32;25.8;Active;Inactive;Inactive;Active;48;-32.9;86;Active;Active;Inactive;21.6
22 06 2019 11:00:00;-14.4;49;26.1;Active;Inactive;Inactive;Active;36;-31.6;100;Active;Inactive;Inactive;20.4
22 06 2019 11:05:00;-11.5;45;26.5;Active;Active;Inactive;Active;60;-30.6;0;Inactive;Inactive;Inactive;20.4
22 06 2019 11:10:00;-17.4;40;26.8;Active;Inactive;Inactive;Active;48;-31.1;86;Active;Inactive;Active;19.2
22 06 2019 11:15:00;-17;2;26.8;Active;Inactive;Inactive;Active;48;-33.3;48;Active;Inactive;Active;21.6
22 06 2019 11:20:00;-13.9;62;27;Active;Inactive;Inactive;Active;48;-33.3;46;Active;Active;Inactive;21.6
22 06 2019 11:25:00;-11.6;100;27.1;Active;Inactive;Inactive;Active;36;-31.5;85;Active;Active;Inactive;21.6
22 06 2019 11:30:00;-10.9;100;27.2;Active;Inactive;Inactive;Inactive;60;-32.3;81;Active;Inactive;Inactive;21.6
22 06 2019 11:35:00;-14.9;47;27.3;Active;Inactive;Active;Inactive;48;-32.2;66;Active;Inactive;Active;22.8
22 06 2019 11:40:00;-12;92;27.3;Active;Inactive;Active;Inactive;36;-34.8;6;Active;Active;Active;22.8
22 06 2019 11:45:00;-11.8;97;27.3;Active;Inactive;Inactive;Inactive;60;-32.8;47;Active;Active;Active;22.8
22 06 2019 11:50:00;-13.9;65;27.5;Active;Active;Inactive;Inactive;36;-33.8;41;Active;Inactive;Active;20.4
22 06 2019 11:55:00;-14.8;44;27.6;Active;Active;Inactive;Inactive;60;-30.4;100;Active;Inactive;Inactive;22.8
22 06 2019 12:00:00;-13.3;75;27.6;Active;Active;Active;Inactive;60;-33.5;56;Active;Inactive;Active;21.6
22 06 2019 12:05:00;-13.7;68;27.8;Active;Active;Active;Inactive;48;-34.9;40;Active;Inactive;Inactive;15.6
22 06 2019 12:10:00;-16.3;30;27.8;Active;Active;Inactive;Inactive;60;-32.5;100;Active;Inactive;Inactive;21.6
22 06 2019 12:15:00;-14.2;79;27.8;Active;Active;Inactive;Inactive;48;-33.6;48;Active;Active;Inactive;22.8
22 06 2019 12:20:00;-16;30;27.8;Active;Active;Active;Inactive;60;-32;91;Active;Inactive;Inactive;20.4
22 06 2019 12:25:00;-11.8;100;27.6;Active;Active;Inactive;Inactive;48;-30.8;100;Active;Inactive;Inactive;25.2
22 06 2019 12:30:00;-15;47;27.6;Active;Active;Active;Inactive;72;-33.4;48;Active;Active;Inactive;24
22 06 2019 12:35:00;-13.8;79;27.6;Active;Active;Active;Inactive;60;-32.2;83;Active;Inactive;Inactive;25.2
22 06 2019 12:40:00;-10.8;100;27.9;Active;Inactive;Active;Inactive;60;-31;86;Active;Active;Inactive;25.2
22 06 2019 12:45:00;-11.8;100;28.1;Active;Inactive;Active;Inactive;60;-32.2;60;Active;Active;Inactive;21.6
22 06 2019 12:50:00;-14.2;56;28.3;Active;Inactive;Active;Active;48;-33.1;55;Active;Active;Inactive;22.8
22 06 2019 12:55:00;-14.5;47;28.4;Active;Inactive;Active;Active;60;-33.5;38;Active;Active;Active;24
22 06 2019 13:00:00;-15.5;39;28.8;Active;Inactive;Active;Active;60;-31.4;91;Active;Active;Inactive;21.6
22 06 2019 13:05:00;-17;5;29.5;Active;Inactive;Inactive;Active;60;-31.4;93;Active;Active;Inactive;24
22 06 2019 13:10:00;-14.2;49;30.1;Active;Inactive;Inactive;Active;60;-33.8;35;Active;Active;Active;22.8
22 06 2019 13:15:00;-16;19;30.7;Active;Inactive;Inactive;Active;60;-32.7;74;Active;Inactive;Active;22.8
22 06 2019 13:20:00;-14.8;51;30.7;Active;Active;Inactive;Active;48;-31.3;100;Active;Inactive;Active;28.8
22 06 2019 13:25:00;-12;94;30.7;Active;Inactive;Inactive;Active;60;-31.5;100;Active;Inactive;Active;31.2
22 06 2019 13:30:00;-10.5;100;30.7;Active;Inactive;Inactive;Active;48;-31.9;100;Active;Inactive;Active;25.2
22 06 2019 13:35:00;-15.8;27;30.7;Active;Active;Inactive;Active;48;-32.5;88;Active;Inactive;Active;30
22 06 2019 13:40:00;-14.5;51;31.2;Active;Active;Inactive;Active;48;-31.8;100;Active;Inactive;Active;26.4
22 06 2019 13:45:00;-13;78;31.4;Active;Active;Inactive;Inactive;60;-30.8;100;Active;Inactive;Active;26.4
22 06 2019 13:50:00;-13.9;58;31.6;Active;Inactive;Active;Inactive;60;-33;43;Active;Active;Active;26.4
22 06 2019 13:55:00;-13.1;69;31.8;Active;Active;Inactive;Inactive;48;-31.7;85;Active;Inactive;Active;24
22 06 2019 14:00:00;-15.4;29;32.1;Active;Inactive;Active;Inactive;60;-33;62;Active;Inactive;Active;25.2
22 06 2019 14:05:00;-13.4;70;32.2;Active;Active;Inactive;Inactive;60;-32.9;51;Active;Active;Active;26.4
22 06 2019 14:10:00;-15.7;36;32.2;Active;Active;Inactive;Inactive;48;-34.4;32;Active;Active;Active;26.4
22 06 2019 14:15:00;-14.4;65;32.2;Active;Active;Inactive;Inactive;60;-33.4;63;Active;Active;Inactive;22.8
22 06 2019 14:20:00;-15.8;23;32;Active;Active;Inactive;Inactive;48;-31.4;100;Active;Active;Inactive;22.8
22 06 2019 14:25:00;-14.2;57;31.9;Active;Active;Inactive;Inactive;60;-32.7;95;Active;Active;Inactive;22.8
22 06 2019 14:30:00;-18.2;0;31.9;Active;Active;Active;Inactive;60;-34.3;21;Active;Active;Active;25.2
22 06 2019 14:35:00;-10.8;100;31.9;Active;Inactive;Active;Inactive;60;-31.7;84;Active;Active;Active;25.2
22 06 2019 14:40:00;-11.6;100;31.8;Active;Inactive;Active;Active;60;-33.6;47;Active;Active;Active;22.8
22 06 2019 14:45:00;-17.3;0;31.7;Active;Inactive;Active;Active;60;-30.8;100;Active;Active;Inactive;21.6
22 06 2019 14:50:00;-14.2;49;31.6;Active;Inactive;Active;Active;60;-31.4;100;Active;Active;Inactive;22.8
22 06 2019 14:55:00;-16.5;13;31.8;Active;Inactive;Active;Active;48;-33.8;36;Active;Active;Inactive;26.4
22 06 2019 15:00:00;-14.5;47;31.9;Active;Inactive;Active;Active;84;-33.9;56;Active;Active;Inactive;26.4
22 06 2019 15:05:00;-14.8;43;32.1;Active;Inactive;Active;Active;60;-32.9;99;Active;Active;Inactive;27.6
22 06 2019 15:10:00;-10.5;41;32.3;Active;Inactive;Active;Active;84;-33.4;38;Active;Active;Active;27.6
22 06 2019 15:15:00;-10.3;100;32.3;Active;Inactive;Active;Inactive;48;-33.9;43;Active;Inactive;Active;24
22 06 2019 15:20:00;-15.7;26;32.3;Active;Inactive;Active;Active;60;-32.3;58;Active;Active;Inactive;15.6
22 06 2019 15:25:00;-16.8;12;32.3;Active;Inactive;Active;Active;60;-30.8;89;Active;Active;Inactive;22.8
22 06 2019 15:30:00;-16;12;32.3;Active;Inactive;Inactive;Active;72;-33.5;45;Active;Active;Active;24
22 06 2019 15:35:00;-12.4;94;32.3;Active;Inactive;Inactive;Active;60;-34.2;51;Active;Active;Active;26.4
22 06 2019 15:40:00;-10;100;32.3;Active;Inactive;Inactive;Inactive;84;-32.1;100;Active;Active;Active;25.2
22 06 2019 15:45:00;-17.1;5;32;Active;Active;Inactive;Inactive;84;-33;96;Active;Active;Active;25.2
22 06 2019 15:50:00;-14.5;51;32;Active;Active;Inactive;Inactive;84;-32.7;100;Active;Active;Active;25.2
22 06 2019 15:55:00;-11.8;97;32;Active;Active;Inactive;Inactive;84;-34.6;78;Active;Active;Active;25.2
22 06 2019 16:00:00;-14.8;42;32;Active;Active;Active;Inactive;84;-30.6;100;Active;Inactive;Active;25.2
22 06 2019 16:05:00;-15;37;32;Active;Active;Inactive;Inactive;72;-33.3;51;Active;Active;Active;25.2
22 06 2019 16:10:00;-17.3;0;31.9;Active;Active;Inactive;Inactive;48;-34.7;36;Active;Active;Active;22.8
22 06 2019 16:15:00;-13.3;72;31.8;Active;Active;Active;Inactive;72;-32;100;Active;Inactive;Active;21.6
22 06 2019 16:20:00;-13.4;68;31.8;Active;Active;Active;Inactive;48;-34.4;54;Active;Inactive;Active;21.6
22 06 2019 16:25:00;-12.3;87;31.8;Active;Active;Active;Inactive;60;-31.9;69;Active;Active;Inactive;21.6
22 06 2019 16:30:00;-13.5;71;31.7;Active;Active;Active;Inactive;60;-33.5;38;Active;Active;Inactive;21.6
22 06 2019 16:35:00;-13;91;31.5;Active;Active;Active;Inactive;60;-31.2;100;Active;Active;Inactive;24
22 06 2019 16:40:00;-15.4;52;31.5;Active;Active;Active;Inactive;60;-34.1;23;Active;Active;Active;22.8
22 06 2019 16:45:00;-15.7;62;31.3;Active;Active;Active;Inactive;60;-31.8;95;Active;Inactive;Active;21.6
22 06 2019 16:50:00;-15.4;34;31.3;Active;Inactive;Active;Active;60;-33.3;65;Active;Inactive;Active;18
22 06 2019 16:55:00;-14.4;60;31.1;Active;Inactive;Active;Active;48;-31.4;100;Active;Inactive;Active;22.8
22 06 2019 17:00:00;-12.7;87;31.1;Active;Inactive;Inactive;Active;60;-31.8;100;Active;Inactive;Active;22.8
22 06 2019 17:05:00;-15.5;36;31;Active;Inactive;Inactive;Active;60;-33.3;37;Active;Active;Active;24
22 06 2019 17:10:00;-14.5;48;31;Active;Inactive;Inactive;Active;48;-35;25;Active;Active;Active;24
22 06 2019 17:15:00;-12.2;86;30.9;Active;Inactive;Inactive;Active;60;-30.4;100;Active;Active;Inactive;22.8
22 06 2019 17:20:00;-12;89;30.8;Active;Inactive;Inactive;Active;60;-32;70;Active;Active;Active;25.2
22 06 2019 17:25:00;-14.2;56;30.6;Active;Inactive;Inactive;Active;48;-34.2;38;Active;Active;Active;25.2
22 06 2019 17:30:00;-14.8;44;30.5;Active;Inactive;Inactive;Active;60;-34;55;Active;Active;Active;25.2
22 06 2019 17:35:00;-13.5;71;30.3;Active;Inactive;Inactive;Active;48;-34.8;60;Active;Active;Active;22.8
22 06 2019 17:40:00;-14.9;40;30.3;Active;Inactive;Inactive;Active;60;-30.8;100;Active;Active;Inactive;24
22 06 2019 17:45:00;-15.5;29;30.1;Active;Inactive;Inactive;Active;60;-33;53;Active;Active;Active;25.2
22 06 2019 17:50:00;-14.5;47;30;Active;Inactive;Inactive;Active;48;-33.7;61;Active;Active;Active;24
22 06 2019 17:55:00;-16.5;13;29.9;Active;Inactive;Inactive;Active;60;-31.9;100;Active;Inactive;Active;24
22 06 2019 18:00:00;-13.7;62;29.8;Active;Active;Inactive;Inactive;60;-32.6;58;Active;Active;Active;24
22 06 2019 18:05:00;-17.4;0;29.5;Active;Inactive;Active;Inactive;48;-33;68;Active;Inactive;Active;22.8
22 06 2019 18:10:00;-15.2;42;29.4;Active;Active;Inactive;Inactive;60;-31.3;100;Active;Inactive;Active;24
22 06 2019 18:15:00;-13.7;64;29.3;Active;Active;Active;Inactive;60;-32;100;Active;Inactive;Active;22.8
22 06 2019 18:20:00;-13.7;68;29.2;Active;Active;Active;Inactive;60;-31.4;100;Active;Inactive;Active;21.6
22 06 2019 18:25:00;-10.9;85;29;Active;Active;Active;Inactive;60;-31.4;100;Active;Inactive;Active;22.8
22 06 2019 18:30:00;-14.8;44;28.7;Active;Active;Inactive;Active;60;-30.4;100;Active;Inactive;Active;25.2
22 06 2019 18:35:00;-12.7;87;28.4;Active;Active;Inactive;Active;60;-34.6;18;Active;Active;Active;19.2
22 06 2019 18:40:00;-14.6;61;28;Active;Active;Inactive;Active;48;-33.5;33;Active;Active;Active;24
22 06 2019 18:45:00;-13.4;69;28;Active;Inactive;Active;Active;48;-35.2;0;Active;Active;Active;22.8
22 06 2019 18:50:00;-11.1;68;28;Active;Inactive;Active;Active;48;-33.3;53;Active;Active;Inactive;22.8
22 06 2019 18:55:00;-13;80;28.1;Active;Inactive;Active;Active;48;-31.7;98;Active;Active;Inactive;24
22 06 2019 19:00:00;-16.8;7;28.1;Active;Inactive;Active;Inactive;36;-33.6;66;Active;Inactive;Inactive;21.6
22 06 2019 19:05:00;-15.8;22;28;Active;Inactive;Active;Inactive;36;-33.9;22;Active;Inactive;Inactive;21.6
22 06 2019 19:10:00;-11.2;100;27.8;Active;Inactive;Inactive;Active;48;-31.9;69;Active;Active;Active;24
22 06 2019 19:15:00;-13.1;73;27.5;Active;Inactive;Inactive;Active;36;-35.6;0;Active;Active;Active;22.8
22 06 2019 19:20:00;-12.2;89;27.3;Active;Inactive;Inactive;Active;36;-33.1;72;Active;Active;Inactive;26.4
22 06 2019 19:25:00;-13.8;62;27.1;Active;Inactive;Active;Inactive;48;-33.4;72;Active;Active;Inactive;24
22 06 2019 19:30:00;-16;22;26.9;Active;Inactive;Active;Inactive;36;-32.8;48;Active;Inactive;Inactive;25.2
22 06 2019 19:35:00;-13.7;61;26.8;Active;Inactive;Active;Active;48;-32.9;59;Active;Inactive;Active;21.6
22 06 2019 19:40:00;-15.8;30;26.7;Active;Inactive;Active;Inactive;36;-32.4;70;Active;Inactive;Active;25.2
22 06 2019 19:45:00;-14.9;42;26.5;Active;Inactive;Active;Inactive;36;-32.2;75;Active;Inactive;Active;24
22 06 2019 19:50:00;-15.4;33;26.5;Active;Inactive;Active;Active;48;-32.7;64;Active;Inactive;Active;21.6
22 06 2019 19:55:00;-17;4;26.3;Active;Inactive;Active;Inactive;48;-34.7;9;Active;Inactive;Active;22.8
22 06 2019 20:00:00;-14.6;46;26.2;Active;Active;Inactive;Inactive;48;-33.6;33;Active;Active;Active;24
22 06 2019 20:05:00;-11.2;46;26;Active;Inactive;Active;Inactive;48;-35.1;0;Active;Active;Active;22.8
22 06 2019 20:10:00;-15.8;25;25.9;Active;Inactive;Inactive;Inactive;36;-33;68;Active;Inactive;Active;21.6
22 06 2019 20:15:00;-14.9;42;25.8;Active;Inactive;Inactive;Inactive;48;-33;43;Active;Active;Active;25.2
22 06 2019 20:20:00;-13;75;25.7;Active;Inactive;Active;Inactive;36;-32;85;Active;Active;Inactive;27.6
22 06 2019 20:25:00;-17.1;0;25.6;Active;Inactive;Inactive;Inactive;36;-30.9;100;Active;Active;Inactive;26.4
22 06 2019 20:30:00;-14.2;54;25.5;Active;Active;Inactive;Inactive;48;-33.3;56;Active;Active;Inactive;26.4
22 06 2019 20:35:00;-13.3;73;25.4;Active;Inactive;Inactive;Inactive;36;-34;61;Active;Active;Inactive;26.4
22 06 2019 20:40:00;-13.3;70;25.3;Active;Active;Inactive;Inactive;48;-32.6;62;Active;Inactive;Active;25.2
22 06 2019 20:45:00;-13;80;25;Active;Inactive;Inactive;Inactive;36;-29.4;62;Active;Active;Inactive;21.6
22 06 2019 20:50:00;-15.8;28;24.9;Active;Active;Inactive;Inactive;48;-31.1;87;Active;Active;Inactive;24
22 06 2019 20:55:00;-15.8;23;24.7;Active;Inactive;Inactive;Inactive;36;-33;58;Active;Active;Active;21.6
22 06 2019 21:00:00;-10.4;42;24.5;Active;Active;Active;Inactive;84;-33.5;61;Active;Active;Active;24
22 06 2019 21:05:00;-16;25;24.2;Active;Active;Inactive;Inactive;48;-32.9;88;Active;Active;Active;25.2
22 06 2019 21:10:00;-12.9;80;23.9;Active;Active;Inactive;Inactive;48;-34;87;Active;Active;Active;24
22 06 2019 21:15:00;-12.6;88;23.7;Active;Active;Inactive;Inactive;60;-31;100;Active;Inactive;Active;21.6
22 06 2019 21:20:00;-12;93;23.5;Active;Active;Active;Inactive;48;-33.6;52;Active;Active;Active;25.2
22 06 2019 21:25:00;-17.1;9;23.2;Active;Active;Active;Inactive;48;-35;38;Active;Active;Active;22.8
22 06 2019 21:30:00;-10.7;63;23;Active;Inactive;Active;Active;60;-31;100;Active;Inactive;Active;22.8
22 06 2019 21:35:00;-13.8;60;23;Active;Inactive;Active;Active;36;-32.3;60;Active;Active;Active;24
22 06 2019 21:40:00;-10.4;88;22.9;Active;Inactive;Active;Inactive;48;-32.6;63;Active;Inactive;Active;21.6
22 06 2019 21:45:00;-15.8;30;22.7;Active;Inactive;Active;Inactive;48;-30.2;100;Active;Inactive;Active;24
22 06 2019 21:50:00;-14.2;49;22.6;Active;Inactive;Active;Active;48;-33;47;Active;Active;Active;21.6
22 06 2019 21:55:00;-14.1;64;22.4;Active;Inactive;Active;Active;48;-31;100;Active;Inactive;Inactive;21.6
22 06 2019 22:00:00;-16.3;28;22.3;Active;Inactive;Active;Active;48;-31.9;77;Active;Active;Inactive;21.6
22 06 2019 22:05:00;-13.4;61;22.2;Active;Inactive;Inactive;Active;48;-32.9;73;Active;Active;Inactive;20.4
22 06 2019 22:10:00;-17.4;6;22.2;Active;Inactive;Inactive;Active;36;-30.9;100;Active;Inactive;Inactive;21.6
22 06 2019 22:15:00;-11.5;100;22.2;Active;Inactive;Inactive;Active;48;-32.4;68;Active;Active;Inactive;21.6
22 06 2019 22:20:00;-13.8;61;22.2;Active;Inactive;Inactive;Active;36;-33.9;58;Active;Active;Inactive;19.2
22 06 2019 22:25:00;-16.3;21;22.2;Active;Inactive;Inactive;Active;24;-32.6;99;Active;Inactive;Inactive;21.6
22 06 2019 22:30:00;-13.4;72;22.1;Active;Inactive;Inactive;Inactive;48;-32.8;47;Active;Active;Inactive;20.4
22 06 2019 22:35:00;-12.7;87;22;Active;Inactive;Inactive;Active;36;-31.2;96;Active;Inactive;Inactive;20.4
22 06 2019 22:40:00;-11.9;99;22;Active;Inactive;Inactive;Active;36;-32.8;55;Active;Active;Inactive;22.8
22 06 2019 22:45:00;-15.8;30;22;Active;Inactive;Inactive;Active;36;-34.3;32;Active;Active;Inactive;20.4
22 06 2019 22:50:00;-14.1;57;22;Active;Inactive;Inactive;Active;48;-32.1;88;Active;Inactive;Inactive;19.2
22 06 2019 22:55:00;-14.1;57;22;Active;Inactive;Inactive;Active;36;-33.1;45;Active;Inactive;Active;22.8
22 06 2019 23:00:00;-13.7;70;22;Active;Inactive;Inactive;Inactive;36;-33.5;66;Active;Inactive;Active;20.4
22 06 2019 23:05:00;-13.8;60;22;Active;Active;Inactive;Inactive;48;-31.8;100;Active;Inactive;Inactive;21.6
22 06 2019 23:10:00;-13.7;62;22;Active;Active;Inactive;Inactive;36;-33.3;51;Active;Inactive;Active;21.6
22 06 2019 23:15:00;-16.8;7;22;Active;Active;Active;Inactive;36;-32.9;85;Active;Inactive;Inactive;16.8
22 06 2019 23:20:00;-14.9;42;22.1;Active;Active;Inactive;Inactive;36;-33.8;85;Active;Inactive;Inactive;20.4
22 06 2019 23:25:00;-13.9;51;22.1;Active;Active;Active;Inactive;36;-31.4;86;Active;Inactive;Inactive;19.2
22 06 2019 23:30:00;-14.5;48;22.1;Active;Active;Inactive;Inactive;36;-30.8;94;Active;Inactive;Inactive;21.6
22 06 2019 23:35:00;-14.5;51;22.2;Active;Active;Active;Inactive;36;-34.4;28;Active;Inactive;Active;21.6
22 06 2019 23:40:00;-16.2;27;22.2;Active;Active;Inactive;Inactive;36;-31.9;95;Active;Inactive;Inactive;21.6
22 06 2019 23:45:00;-16.3;9;22.2;Active;Active;Active;Inactive;36;-34.4;17;Active;Inactive;Active;20.4
22 06 2019 23:50:00;-13.3;59;22.2;Active;Active;Inactive;Inactive;36;-30.5;100;Active;Inactive;Inactive;20.4
22 06 2019 23:55:00;-14.6;44;22.2;Active;Active;Active;Inactive;48;-31.2;92;Active;Inactive;Inactive;20.4
23 06 2019 00:00:00;-16;26;22.3;Active;Active;Inactive;Inactive;36;-32.4;62;Active;Inactive;Active;20.4
23 06 2019 00:05:00;-14.4;62;22.3;Active;Active;Inactive;Inactive;24;-31.5;92;Active;Inactive;Inactive;20.4
23 06 2019 00:10:00;-12.6;99;22.3;Active;Active;Inactive;Inactive;36;-29.8;60;Active;Inactive;Inactive;22.8
23 06 2019 00:15:00;-11.4;100;22.3;Active;Active;Inactive;Inactive;36;-32.8;60;Active;Active;Inactive;20.4
23 06 2019 00:20:00;-15.2;40;22.2;Active;Inactive;Active;Inactive;36;-32.6;69;Active;Inactive;Inactive;21.6
23 06 2019 00:25:00;-12.4;95;22.2;Active;Inactive;Active;Inactive;48;-32.3;58;Active;Active;Inactive;21.6
23 06 2019 00:30:00;-16.2;19;22.1;Active;Inactive;Active;Active;36;-33.2;45;Active;Inactive;Inactive;19.2
23 06 2019 00:35:00;-13.8;61;22.1;Active;Inactive;Active;Inactive;36;-32.3;65;Active;Inactive;Inactive;21.6
23 06 2019 00:40:00;-17.8;0;22;Active;Inactive;Active;Active;36;-32.1;70;Active;Active;Inactive;21.6
23 06 2019 00:45:00;-12.2;88;22;Active;Inactive;Active;Inactive;36;-32.1;80;Active;Inactive;Inactive;20.4
23 06 2019 00:50:00;-15.8;25;22;Active;Inactive;Active;Inactive;36;-32.1;82;Active;Inactive;Inactive;21.6
23 06 2019 00:55:00;-13;88;22;Active;Inactive;Active;Inactive;36;-32.9;52;Active;Active;Inactive;21.6
23 06 2019 01:00:00;-16.2;16;22;Active;Inactive;Inactive;Active;36;-32.5;76;Active;Inactive;Inactive;15.6
23 06 2019 01:05:00;-12.6;82;22;Active;Inactive;Inactive;Active;48;-31.1;89;Active;Inactive;Inactive;20.4
23 06 2019 01:10:00;-13.5;69;22;Active;Inactive;Inactive;Active;36;-33.6;32;Active;Active;Inactive;20.4
23 06 2019 01:15:00;-14.4;52;22;Active;Inactive;Inactive;Active;24;-32.2;67;Active;Inactive;Inactive;20.4
23 06 2019 01:20:00;-13.5;67;22;Active;Inactive;Inactive;Active;48;-32.6;52;Active;Active;Inactive;21.6
23 06 2019 01:25:00;-14.2;62;21.9;Active;Inactive;Inactive;Active;36;-34.2;20;Active;Active;Inactive;21.6
23 06 2019 01:30:00;-13;88;21.8;Active;Inactive;Inactive;Active;36;-32.5;66;Active;Inactive;Inactive;19.2
23 06 2019 01:35:00;-11.5;100;21.7;Active;Inactive;Inactive;Active;36;-33;43;Active;Active;Inactive;22.8
23 06 2019 01:40:00;-13.5;77;21.6;Active;Inactive;Inactive;Active;36;-34.4;33;Active;Active;Inactive;20.4
23 06 2019 01:45:00;-15.4;42;21.5;Active;Inactive;Inactive;Active;24;-32.7;73;Active;Inactive;Inactive;20.4
23 06 2019 01:50:00;-14.4;72;21.4;Active;Inactive;Inactive;Active;36;-33;44;Active;Active;Inactive;21.6
23 06 2019 01:55:00;-12;93;21.4;Active;Inactive;Inactive;Active;36;-33.4;45;Active;Active;Inactive;19.2
23 06 2019 02:00:00;-15.5;31;21.4;Active;Inactive;Inactive;Active;36;-33.5;56;Active;Inactive;Inactive;21.6
23 06 2019 02:05:00;-15.5;31;21.4;Active;Inactive;Inactive;Active;48;-32.7;56;Active;Active;Inactive;19.2
23 06 2019 02:10:00;-14.6;55;21.4;Active;Inactive;Inactive;Inactive;24;-33;60;Active;Inactive;Inactive;20.4
23 06 2019 02:15:00;-14.1;56;21.4;Active;Inactive;Inactive;Inactive;48;-33.8;29;Active;Inactive;Active;25.2
